PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米)
42.54,78.19,18.81,33.82,0.79,43.48
39.12,72.76,18.48,31.62,0.75,42.17
38.59,68.47,17.81,28.81,0.72,42.84
38.93,65.96,17.7,27.29,0.7,44.06
41.77,66.94,17.93,25.17,0.7,48.15
0.61,0.65,0.09,0.31,0.11,110.11
0.63,0.67,0.1,0.21,0.11,113.01
0.73,0.77,0.11,0.24,0.11,109.51
0.88,0.93,0.14,0.29,0.11,111.58
1.18,1.24,0.21,0.39,0.12,106.95
1.43,1.5,0.25,0.47,0.12,106.07
1.44,1.52,0.25,0.44,0.11,102.75
1.43,1.51,0.24,0.36,0.11,103.65
1.44,1.51,0.22,0.27,0.11,105.14
1.51,1.59,0.23,0.25,0.11,105.84
1.75,1.83,0.24,0.22,0.11,100.66
1.87,1.96,0.27,0.18,0.11,99.03
2.06,2.33,0.31,0.19,0.12,96.14
2.41,2.86,0.35,0.2,0.12,93.32
2.98,3.89,0.42,0.21,0.13,88.74
3.44,5.27,0.5,0.26,0.14,87.84
4.01,7.43,0.66,0.39,0.16,86.05
4.9,10.6,1.03,0.63,0.2,83.57
6.05,14.72,1.7,1.09,0.25,79.3
7.74,20.65,2.58,1.84,0.32,76.11
9.82,26.77,3.48,2.62,0.4,74.3
11.96,33.99,4.88,3.71,0.5,73.2
14.38,51.72,10.04,7.16,0.85,71.31
17.92,78.12,18.22,12.66,1.43,69.14
21.9,73.45,14.91,11.55,1.3,64.6
26.58,60.62,9,8.06,0.92,60.52
30.99,52.25,5.25,5.03,0.63,57.92
35.16,48.78,3.36,3.3,0.46,56.77
37.27,46.96,2.35,2.35,0.36,56.37
39.36,46.78,1.74,1.69,0.31,55.7
39.26,43.27,1.15,0.89,0.24,56.61
39.36,41.46,0.94,0.5,0.19,56.86
38.98,40.16,0.91,0.38,0.17,57.09
39.02,39.69,0.91,0.35,0.15,57.57
39.12,39.57,0.91,0.32,0.14,57.77
39.25,39.6,0.9,0.31,0.14,58.16
39.17,39.41,0.89,0.32,0.13,58.09
39.75,39.99,0.89,0.42,0.13,58.04
40.01,40.25,0.87,0.44,0.13,58.33
40.04,40.27,0.85,0.46,0.13,58.58
39.92,40.15,0.81,0.54,0.13,58.71
39.68,39.9,0.79,0.59,0.13,58.44
39.55,39.77,0.79,0.62,0.13,58.43
39.19,39.4,0.76,0.51,0.13,57.92
39.18,39.39,0.78,0.49,0.13,59.25
38.73,38.94,0.77,0.51,0.13,59.29
38.14,38.35,0.75,0.56,0.13,59.02
37.83,38.03,0.74,0.58,0.13,59.85
37.28,37.48,0.73,0.48,0.13,60.44
36.36,36.55,0.7,0.39,0.13,60.75
35.68,35.87,0.67,0.35,0.13,60.72
34.99,35.17,0.65,0.32,0.13,60.88
34.14,34.32,0.62,0.3,0.13,60.74
33.46,33.63,0.6,0.29,0.13,60.62
32.86,33.03,0.58,0.27,0.13,60.49
32.29,32.47,0.57,0.27,0.12,60.48
31.76,31.93,0.56,0.28,0.12,60.43
31.22,31.4,0.58,0.3,0.12,60.28
30.37,30.54,0.55,0.27,0.12,60.11
29.17,29.33,0.51,0.23,0.12,60.07
27.78,27.94,0.49,0.21,0.12,60.65
26.74,26.89,0.47,0.19,0.12,61.26
26.46,26.62,0.46,0.18,0.12,61.58
26.52,26.67,0.46,0.17,0.12,61.55
27.02,27.17,0.46,0.16,0.12,61.56
27.78,27.93,0.46,0.16,0.12,60.8
27.93,28.08,0.45,0.21,0.12,59.82
28.07,28.21,0.45,0.23,0.12,59.51
28.55,28.7,0.45,0.25,0.12,59.92
27.84,27.98,0.45,0.26,0.12,61.28
26.54,26.68,0.44,0.27,0.12,61.86
25.88,26.01,0.44,0.26,0.12,62.23
25.62,25.76,0.44,0.22,0.12,62.45
25.28,25.42,0.44,0.2,0.12,62.49
24.56,24.7,0.44,0.19,0.12,62.85
23.7,23.84,0.44,0.17,0.12,63.37
22.99,23.13,0.44,0.16,0.12,63.34
21.9,22.04,0.44,0.14,0.12,63.64
20.9,21.03,0.44,0.13,0.12,64.23
20.45,20.59,0.44,0.14,0.12,65.08
19.88,20.02,0.44,0.15,0.12,65.49
20.14,20.28,0.45,0.17,0.12,65.47
19.86,20.01,0.48,0.18,0.12,65.54
19.23,19.38,0.5,0.18,0.12,66.01
18.41,18.56,0.5,0.16,0.12,66.22
17.33,17.47,0.47,0.12,0.11,65.47
15.61,15.76,0.47,0.11,0.12,65.31
15.08,15.23,0.48,0.1,0.12,66.35
15.45,15.61,0.51,0.11,0.12,67.34
15.34,15.5,0.53,0.11,0.12,67.48
15.03,15.2,0.55,0.1,0.12,67.48
14.47,14.63,0.57,0.1,0.12,68.16
13.66,13.83,0.56,0.09,0.12,70.43
12.86,13.02,0.55,0.09,0.12,72.19
12.34,12.5,0.55,0.09,0.12,72.51
12.32,12.49,0.58,0.09,0.12,70.52
12.33,12.51,0.64,0.11,0.12,69.89
11.54,11.73,0.65,0.12,0.12,72.68
10.9,11.08,0.64,0.12,0.12,72.64
10.47,10.64,0.64,0.14,0.12,72.52
10.02,10.2,0.63,0.15,0.12,73.51
9.58,9.77,0.65,0.19,0.12,74.79
9.05,9.3,0.74,0.43,0.12,76.1
8.5,8.77,0.78,0.53,0.12,76.5
8.07,8.28,0.71,0.31,0.12,74.78
7.99,8.19,0.73,0.33,0.12,74.31
7.94,8.15,0.78,0.34,0.12,73.46
8.22,8.44,0.83,0.39,0.12,71.28
8.35,8.58,0.9,0.41,0.13,73.38
8.09,8.34,0.94,0.41,0.12,74.31
7.86,8.12,0.97,0.35,0.12,72.35
7.85,8.12,1.03,0.36,0.12,71.52
7.76,8.04,1.05,0.36,0.12,70.68
7.55,7.83,1.03,0.3,0.12,70.5
7.57,7.85,1.03,0.28,0.12,70.3
7.66,7.95,1.08,0.29,0.12,69.77
8.2,8.52,1.13,0.31,0.13,70.8
8.15,8.48,1.16,0.31,0.13,69.69
8.14,8.47,1.14,0.29,0.12,67.26
8.06,8.4,1.19,0.29,0.12,67.14
8.1,8.62,1.25,0.37,0.13,66.08
8.38,9.03,1.38,0.47,0.13,65.9
8.67,9.43,1.5,0.55,0.14,65.45
9.41,10.25,1.65,0.63,0.14,64.24
10.01,10.87,1.74,0.71,0.14,62.96
10.12,11.1,1.76,0.84,0.15,65.05
10.39,11.67,1.89,1.1,0.15,65.46
10.59,12.3,1.98,1.48,0.16,67.34
10.99,13.19,2.16,2.11,0.17,65.12
11.02,13.7,2.32,2.59,0.18,67.25
11.85,15.04,2.54,3.45,0.19,70.92
12.98,16.87,3.01,4.6,0.21,70.57
13.77,17.89,3.21,5.19,0.21,72.29
15.43,19.77,3.71,5.84,0.23,71.24
15.96,19.94,3.71,5.81,0.23,71.48
15.97,19.44,3.57,5.28,0.22,71.09
15.62,18.55,3.44,5.43,0.22,71.15
14.9,17.62,3.61,5.26,0.21,69.4
14.38,16.68,3.55,4.33,0.2,67.96
14.48,16.54,3.59,3.98,0.19,68.02
14.72,16.69,3.87,4.23,0.19,67.62
15.29,17.52,4.69,5.93,0.2,61.91
15.49,17.48,5.24,6.57,0.19,63.8
14.95,16.36,4.71,4.26,0.17,68.79
14.59,15.74,3.84,1.52,0.17,70.66
14.77,16.09,3.99,1.13,0.17,70.51
15.13,16.77,4.42,1.3,0.19,70.26
15.42,17.41,4.87,1.47,0.22,69.94
16.04,18.31,5.36,1.54,0.27,69.94
16.69,19.17,5.84,1.59,0.3,69.8
17.21,19.86,6.38,1.73,0.33,69.86
17.48,20,6.15,1.23,0.34,70.06
17.66,20.07,6.21,1.03,0.35,69.86
17.67,19.94,6.28,0.94,0.36,68.79
17.54,19.73,6.36,0.92,0.37,67.63
17.44,19.57,6.4,0.96,0.37,65.28
18.16,20.29,6.92,1.05,0.38,65.27
19.61,21.75,7.78,1.11,0.38,68.66
20.4,22.48,8.3,0.99,0.36,70.48
21,23.03,8.75,0.91,0.34,71.71
21.78,23.8,9.27,0.96,0.3,72.72
22.87,24.94,10.22,1.17,0.27,72.98
23.91,25.8,11.25,1.49,0.25,75.03
24.46,26.12,11.53,1.78,0.24,74.95
24.8,26.19,11.39,2.05,0.24,74.21
24.54,26.02,11.02,2.3,0.24,72.6
24.18,25.77,10.9,2.65,0.25,72.16
23.74,25.48,10.66,3.09,0.26,71.55
23.35,25.38,10.43,3.63,0.28,70.9
22.96,25.33,10.06,4.21,0.29,69.87
22.66,25.51,10.02,4.9,0.31,69.23
22.64,25.96,10.33,5.84,0.34,68.05
23.23,27.49,11.11,7.85,0.38,66.12
24.48,30.16,11.67,10.42,0.43,62.38
25.5,32.58,12.08,12.44,0.47,60.65
26.84,35.52,11.8,14.18,0.52,58.57
28.31,39.25,10.61,17.04,0.56,55.88
29.89,43.48,11.34,20.54,0.61,54.23
31.5,47.17,15.13,23.29,0.65,53.29
33.79,52.8,22.54,29.48,0.75,51.06
34.31,53.38,23.1,32.06,0.75,49.33
33.74,47.79,24.27,22.05,0.67,54.36
33.95,45.03,23.86,15.35,0.61,56.6
34.39,44.94,23.36,14.22,0.58,57.06
34.94,45.82,23.3,15.66,0.55,55.91
33.41,45.27,22.12,15.62,0.51,55.85
30.28,42.8,20.36,13.91,0.47,57.52
26.04,38.81,17.35,10.56,0.43,60.77
23.89,36.44,16.44,9.08,0.42,62.98
22.54,34.75,15.81,8.35,0.41,64.53
21.05,32.73,14.94,8.3,0.41,65.68
18.99,30.36,13.56,8.87,0.42,65.7
17.39,28.63,11.81,9.89,0.43,65.26
15.95,27.65,10.16,11.21,0.45,64.51
14.57,26.92,9.05,12.41,0.47,64.7
13.86,26.77,8.37,13.55,0.49,64.51
13.35,26.98,8.05,14.75,0.5,63.28
12.57,27.14,7.96,16.24,0.52,61.71
11.69,27.27,8.21,17.42,0.53,60.56
11.35,27.94,8.95,18.12,0.54,60.16
12.06,28.44,10.2,17.95,0.56,58.67
13.63,29.48,11.76,17.61,0.59,57.06
15.02,29.57,13.23,17.74,0.61,54.42
15.63,29.64,14.47,18.94,0.64,51.98
14.98,29.65,15.78,20.98,0.72,48
20.85,33.08,15.2,17.08,0.73,52.46
29.75,39.07,14.42,12.74,0.71,57.89
35.98,43.31,14.49,12.94,0.76,56.77
40.34,45.91,14.84,14.35,0.84,55.99
41.28,45.73,15.26,16.09,0.89,54
40.55,44.49,15.22,18.09,0.94,49.95
34.46,38.03,14.76,21.4,1.04,43.98
30.61,34.42,15.78,22.07,1.06,45.57
34.49,39.44,17.11,19.91,0.98,52
37.97,44.15,17.43,18.14,0.96,54.68
39.72,46.83,17.86,16.98,0.91,59.62
42.69,51.34,18.6,15.56,0.86,62.72
48.11,58.41,19.02,15.86,0.83,62.59
54.08,66.82,19.53,15.18,0.81,64.78
59.29,75.1,19.55,14.91,0.79,66.97
57.47,77.66,18.97,14.93,0.8,72.63
60.6,84.73,18,16.55,0.79,82.42
65.52,91.33,16.62,19.27,0.76,82.32
69.82,97.32,15.83,21.15,0.75,81.92
70.08,98.15,14.56,22.32,0.73,81.28
66.36,96.12,13.84,24.47,0.71,81.65
67.18,97.74,13.38,27.51,0.7,81.58
65.05,97.35,12.89,32.1,0.7,78.77
63.64,99.27,13.21,39.38,0.72,73.61
64.63,102.97,13.74,42.51,0.77,68.99
64.62,102.85,13.01,42.96,0.81,66.5
64.22,101.86,12.66,43.89,0.84,64.74
63.46,101.45,13.47,43.37,0.88,62.1
60.42,98.88,15.5,42.1,0.88,58.51
56.83,95.26,16.37,39.84,0.87,50.85
51.17,87.23,16.37,36.85,0.81,45.94
46.69,81.89,16.36,34.56,0.8,43.12
42.66,78.46,16.55,33.87,0.8,40.07
39.97,75.29,16.51,32.14,0.78,38.3
38.63,71.4,16.4,29.41,0.76,38.6
37.94,69.24,16.81,29.14,0.78,38.23
40.15,69.79,17.16,26.98,0.81,43.66
0.67,0.72,0.1,0.46,0.11,106.89
0.71,0.75,0.12,0.29,0.11,107.26
0.87,0.93,0.15,0.3,0.11,106.24
1.19,1.26,0.2,0.35,0.12,102.78
1.55,1.63,0.25,0.38,0.12,101.61
1.71,1.8,0.28,0.41,0.12,103.68
1.73,1.82,0.28,0.53,0.12,101.83
1.69,1.78,0.27,0.41,0.11,100.36
1.58,1.66,0.24,0.23,0.11,102.36
1.66,1.74,0.24,0.2,0.11,104.25
2.06,2.15,0.28,0.19,0.11,96.37
2.4,2.5,0.31,0.17,0.11,92.44
2.76,3.08,0.38,0.18,0.11,88.82
3.15,3.67,0.43,0.2,0.12,86.6
3.66,4.69,0.49,0.23,0.13,84.88
4.27,6.46,0.58,0.29,0.14,83.68
5.06,9.07,0.75,0.42,0.17,80.94
6.1,12.37,1.15,0.7,0.21,77.92
7.6,16.6,1.77,1.22,0.26,75.29
9.56,22.36,2.68,2.15,0.34,73.15
12.24,29.7,3.89,3.39,0.43,71.79
15.94,46.87,6.69,6.04,0.68,70.85
20.19,81.5,16.29,13.11,1.38,68.63
26.05,112.81,26.5,21.06,2.06,65.48
29.95,90.32,17.84,15.82,1.52,61.7
33.25,64.76,8.76,8.77,0.91,58.99
35.51,49.42,3.59,3.81,0.49,56.24
38.38,45.98,1.85,1.89,0.31,55.84
39.33,44.35,1.29,1.19,0.25,55.91
39.63,43.46,1.11,0.89,0.23,56.24
39.39,41.77,0.94,0.56,0.2,56.69
39.12,40.65,0.91,0.4,0.18,57.24
38.63,39.6,0.92,0.34,0.16,57.72
38.41,38.99,0.93,0.32,0.15,58.08
38.27,38.66,0.93,0.31,0.14,58.46
38.49,38.81,0.93,0.3,0.14,58.63
38.85,39.09,0.93,0.31,0.13,58.49
39.35,39.59,0.92,0.41,0.13,58.48
39.99,40.23,0.91,0.41,0.13,58.73
40.31,40.55,0.88,0.42,0.13,58.87
40.35,40.58,0.86,0.47,0.13,58.83
39.81,40.03,0.82,0.52,0.13,57.59
40.05,40.28,0.84,0.59,0.13,58.16
40.02,40.25,0.82,0.48,0.13,57.87
40.24,40.47,0.85,0.42,0.13,59.28
40.03,40.25,0.84,0.43,0.13,58.94
39.36,39.58,0.79,0.43,0.13,57.73
39.1,39.31,0.8,0.43,0.13,58.93
38.43,38.64,0.78,0.36,0.13,59.36
37.79,37.99,0.75,0.35,0.13,59.59
36.83,37.03,0.71,0.34,0.13,59.34
35.97,36.17,0.7,0.33,0.13,60.78
35,35.19,0.66,0.33,0.13,60.66
34.27,34.45,0.64,0.35,0.13,61.56
33.75,33.93,0.62,0.36,0.13,61.48
33.38,33.56,0.61,0.37,0.13,61.38
33.04,33.22,0.62,0.4,0.13,61.01
32.73,32.92,0.72,0.46,0.13,59.99
32,32.18,0.7,0.41,0.13,60.08
31.05,31.22,0.57,0.27,0.12,59.93
30.01,30.17,0.53,0.22,0.12,59.56
29.16,29.32,0.51,0.2,0.12,59.46
28.99,29.14,0.49,0.19,0.12,59.74
29.16,29.32,0.48,0.18,0.12,60.01
29.37,29.52,0.48,0.18,0.12,59.83
29.73,29.88,0.47,0.18,0.12,59.43
29.78,29.93,0.47,0.23,0.12,59.03
29.64,29.79,0.47,0.25,0.12,58.94
29.48,29.62,0.47,0.27,0.12,59.38
28.63,28.78,0.47,0.28,0.12,60.5
27.73,27.87,0.47,0.28,0.12,61.23
27.21,27.36,0.47,0.27,0.12,62.03
26.79,26.94,0.47,0.23,0.12,62.63
26.29,26.44,0.48,0.2,0.12,63.01
25.27,25.42,0.49,0.19,0.12,63.69
24.31,24.46,0.49,0.17,0.12,64.5
23.67,23.81,0.49,0.16,0.12,65
23.1,23.25,0.49,0.15,0.12,65.43
22.61,22.75,0.49,0.19,0.12,65.65
22.17,22.32,0.5,0.21,0.12,65.78
21.74,21.89,0.5,0.23,0.12,65.84
21.36,21.51,0.5,0.21,0.12,65.5
20.83,20.98,0.51,0.19,0.12,64.82
19.78,19.93,0.54,0.17,0.12,63.89
18.49,18.65,0.56,0.15,0.12,64.49
17.19,17.35,0.54,0.13,0.12,65.52
16.33,16.49,0.54,0.12,0.12,66.13
15.93,16.09,0.54,0.11,0.12,66.77
15.79,15.95,0.55,0.11,0.12,67.58
15.62,15.78,0.56,0.11,0.12,68.02
15.22,15.38,0.57,0.1,0.12,68.56
14.63,14.8,0.58,0.1,0.12,68.73
13.86,14.02,0.57,0.09,0.12,70.22
12.99,13.15,0.56,0.09,0.12,71.43
12.3,12.46,0.56,0.09,0.12,70.87
12.53,12.7,0.6,0.1,0.12,70.06
12.56,12.74,0.66,0.12,0.12,69.39
11.73,11.91,0.66,0.13,0.12,70.78
11.04,11.22,0.65,0.14,0.12,69.43
10.54,10.72,0.64,0.15,0.12,70.58
10.08,10.26,0.64,0.15,0.12,73
9.6,9.78,0.65,0.16,0.12,74.67
8.76,8.96,0.66,0.25,0.12,76.25
7.95,8.16,0.67,0.31,0.12,77.48
7.57,7.75,0.65,0.25,0.12,77.4
7.49,7.68,0.68,0.26,0.12,74.9
7.48,7.67,0.72,0.29,0.12,72.92
8.27,8.48,0.82,0.42,0.12,71.35
8.45,8.67,0.9,0.42,0.13,73.51
8.16,8.41,0.94,0.41,0.12,75.26
7.81,8.07,0.97,0.33,0.12,72.79
7.91,8.18,1.04,0.36,0.12,71.05
7.92,8.21,1.1,0.38,0.12,69.11
7.68,7.97,1.08,0.32,0.12,69.18
7.96,8.26,1.1,0.33,0.12,69.3
8.19,8.5,1.16,0.34,0.12,70.16
8.44,8.76,1.21,0.35,0.13,70.64
8.39,8.72,1.24,0.36,0.13,69.79
8.35,8.69,1.24,0.35,0.12,68.6
8.36,8.71,1.27,0.35,0.13,67.57
7.96,8.5,1.28,0.39,0.13,66.53
8.22,8.89,1.44,0.47,0.13,65.63
8.55,9.33,1.54,0.57,0.14,64.96
9.65,10.61,1.79,0.7,0.14,63.43
10.08,11.16,1.79,0.85,0.15,64.25
9.97,11.23,1.77,1.04,0.15,66.35
10.11,11.79,1.91,1.39,0.16,66.79
10.56,12.73,2.11,2.08,0.17,67.79
10.84,13.51,2.27,2.71,0.18,66.72
10.83,14,2.4,3.08,0.19,67.88
11.64,15.4,2.59,3.76,0.2,71.36
13.28,17.88,3.15,5.11,0.22,71.59
14.39,19.52,3.47,6.34,0.23,73
15.79,21.59,4.16,8.25,0.26,73.02
16.31,21.93,4.43,9.04,0.27,71.85
16.14,21.08,4.22,8.7,0.27,70.77
15.09,18.87,3.74,7.3,0.24,70.11
14.36,17.4,3.67,6.24,0.22,67.92
14.22,16.87,3.67,5.36,0.21,67.13
14.35,16.76,3.74,4.95,0.2,67.62
14.63,16.79,3.98,4.72,0.19,67.61
14.84,16.6,3.89,4.1,0.18,64.69
14.6,15.83,3.7,2.77,0.17,69.01
14.25,15.2,3.46,1.61,0.16,70.62
14.31,15.26,3.43,1.01,0.16,70.87
14.5,15.61,3.67,0.99,0.17,70.6
14.81,16.16,4.07,1.13,0.18,70.64
15.2,16.83,4.53,1.21,0.19,70
15.93,17.77,5.02,1.19,0.22,69.72
16.72,18.73,5.5,1.14,0.24,69.79
17.1,19.14,5.73,1.17,0.26,68.56
17.46,19.49,5.94,0.98,0.28,69.21
17.7,19.69,6.19,0.91,0.29,69.4
17.69,19.62,6.25,0.9,0.29,67.64
17.58,19.47,6.37,0.91,0.3,66.51
17.52,19.37,6.48,0.98,0.3,65.13
18.05,19.89,6.94,1.06,0.31,66.48
18.9,20.73,7.41,1.09,0.3,68.66
19.56,21.37,7.8,1.02,0.29,70.1
20.11,21.91,8.21,0.95,0.26,71.22
20.99,22.81,8.69,0.99,0.24,71.43
22.15,24.03,9.82,1.19,0.23,73.9
23.17,24.92,10.45,1.41,0.22,73.63
23.7,25.26,10.91,1.62,0.23,75.2
24.06,25.41,10.86,1.79,0.23,74.97
23.92,25.34,10.55,1.98,0.23,73.57
23.59,25.12,10.44,2.26,0.24,73.14
23.12,24.79,10.31,2.63,0.25,72.8
22.67,24.63,10.31,3.12,0.27,73.15
22.31,24.62,9.93,3.62,0.28,71.55
21.96,24.78,9.97,4.23,0.29,71.82
21.7,24.92,10.15,4.95,0.31,70.51
21.75,25.6,10.62,6.27,0.34,67.56
22.41,27.38,11.48,8.48,0.38,65.34
23.24,29.51,12.2,11.04,0.41,64.26
24.13,31.59,12.67,12.42,0.45,62.45
25.2,34.26,12.42,14.19,0.49,60.25
26.51,37.71,10.67,17.19,0.53,57.13
28.31,42.35,11.12,21.82,0.58,54.81
31.67,50.68,16.54,30.78,0.7,52.11
33.02,51.68,17.34,30.47,0.71,51.71
32.91,46.26,21.39,19.52,0.62,57.01
33.03,43.6,22.29,13.56,0.56,58.55
33.37,43.66,22.24,13.32,0.53,58.62
34.14,44.61,22.45,14.4,0.51,57.98
32.17,43.37,20.78,14.28,0.47,57.47
28.42,40.37,18.55,12.73,0.43,58.41
24.22,36.6,15.95,10.24,0.41,60.81
21.74,33.84,15.11,9.14,0.4,62.21
20.04,31.73,14.48,8.64,0.4,63.04
18.55,29.67,13.83,8.68,0.4,63.86
16.86,27.61,12.8,9.12,0.41,64.27
15.5,26.1,11.42,9.82,0.42,64.71
14.27,25.29,10,11.06,0.43,64.19
13.13,24.75,9.16,12.33,0.45,64.77
12.37,24.63,8.67,13.39,0.47,64.55
11.97,24.75,8.38,14.32,0.48,63.09
11.05,24.3,8.37,15.04,0.48,61.71
10.21,24.15,8.85,16.03,0.49,60.96
9.92,24.74,9.63,15.92,0.5,60.33
11.12,25.4,10.33,15.34,0.52,58.7
12.08,25.88,11.3,16.37,0.54,56.12
12.91,25.62,12.27,17.81,0.58,52.67
13.47,25.65,13.12,19.43,0.61,50.11
13.02,24.98,13.56,20.03,0.67,48.06
17.42,27.41,13.42,16.73,0.7,51.37
24.3,32.45,13.57,14.09,0.72,55.42
30.92,37.67,14.32,14.25,0.77,56.18
34.82,40.25,14.69,16.08,0.86,53.45
35.5,39.78,14.98,18.09,0.93,50.68
31.33,35.74,14.67,22.28,1.04,43.01
20.83,26.16,14.83,25.52,1.17,36.62
20.83,25.24,14.78,23.76,1.09,42.07
27.38,32.07,15.56,20.56,0.97,48.31
33.15,39.33,16.15,17.81,0.95,51.24
41.05,49.23,17.46,16.97,0.92,54.91
45.35,55.71,18.29,15.43,0.87,59.5
47.26,59.46,18.64,15.05,0.85,60.93
50.69,65.16,19.06,14.44,0.82,63.68
54.94,72.09,19.13,14.12,0.8,67.17
57.99,78.57,17.97,14.21,0.8,71.65
61.16,84.46,17.67,15.58,0.77,81.03
66.44,91.05,17.06,18.1,0.74,83.38
69.31,95.18,16.25,19.64,0.72,83.88
69.44,95.74,14.87,20.54,0.7,82.67
70,97.33,14.04,22.83,0.68,81.79
69.48,97.79,13.42,25.32,0.67,81.47
65.48,94.44,12.63,28.35,0.66,79.97
62.02,92.5,11.97,32.58,0.67,77.2
60.86,93.56,11.35,36.79,0.7,71.83
60.93,95.51,11.46,40.74,0.75,66.17
60.81,95.73,11.56,42.83,0.81,62.77
61.1,97.16,12.11,43.27,0.86,58.86
60.93,98.35,13.43,42.27,0.88,54.29
56.56,93.95,14.63,40.22,0.86,48.42
50.97,86.4,14.48,37.45,0.81,43.68
47.1,81.92,14.33,35.8,0.8,40.3
44.47,80.03,14.37,35.67,0.82,36.24
42.21,80.08,14.66,35.54,0.85,32.33
39.79,78.41,15.32,34.65,0.87,29.72
37.82,74.83,16.43,32.53,0.9,31.01
37.03,70.56,17.29,29.58,0.9,35.79
39.68,65.92,18.19,24.34,0.88,45.28
0.79,0.84,0.13,0.66,0.11,107.55
0.84,0.9,0.15,0.39,0.11,99.61
1.14,1.21,0.2,0.36,0.11,101.85
1.42,1.49,0.23,0.3,0.12,100.64
1.68,1.76,0.26,0.26,0.12,100.95
1.83,1.92,0.29,0.34,0.11,99.9
1.99,2.08,0.31,0.48,0.11,97.1
2.04,2.14,0.32,0.5,0.11,95.56
1.97,2.06,0.3,0.29,0.11,96.91
2.08,2.18,0.3,0.23,0.11,96.34
2.49,2.6,0.34,0.21,0.11,91.05
2.94,3.05,0.38,0.2,0.11,86.49
3.4,3.75,0.46,0.21,0.12,82.09
3.92,4.47,0.5,0.22,0.12,80.32
4.61,5.68,0.57,0.27,0.13,77.85
5.52,7.76,0.68,0.37,0.15,77.53
6.64,10.63,0.83,0.49,0.18,75.67
7.97,13.99,1.12,0.75,0.23,73.38
9.6,17.72,1.59,1.19,0.27,71.53
11.7,22.81,2.32,2.02,0.35,69.85
14.96,30.51,3.43,2.99,0.44,68.62
21.76,53.04,6.82,5.67,0.78,66.79
27.01,76.83,11.84,10.16,1.22,63.83
31.42,90.22,16.9,14.86,1.47,60.8
34,69.75,10.17,9.69,0.97,59.22
35.5,48.75,3.65,3.94,0.48,57.46
37.44,44.65,1.61,1.71,0.3,56.59
38.41,43.79,1.12,1.04,0.25,56.28
38.52,42.51,1,0.74,0.22,56.44
38.47,41.1,0.94,0.54,0.2,56.81
38.34,40.24,0.93,0.42,0.19,57.16
38.27,39.57,0.93,0.37,0.17,57.55
37.95,38.77,0.95,0.31,0.16,58.01
37.92,38.42,0.96,0.29,0.15,58.19
37.74,38.1,0.96,0.29,0.14,58.64
37.96,38.26,0.96,0.29,0.14,58.81
38.36,38.61,0.96,0.31,0.13,58.71
38.91,39.16,0.96,0.4,0.13,58.81
39.66,39.9,0.95,0.39,0.13,59.1
40.19,40.43,0.93,0.39,0.13,59.14
40.52,40.76,0.91,0.41,0.13,59.13
40.22,40.45,0.88,0.45,0.13,57.84
40.39,40.63,0.88,0.5,0.13,57.64
40.69,40.93,0.89,0.48,0.13,58.38
41.07,41.31,0.92,0.36,0.13,59.5
41.05,41.29,0.92,0.34,0.13,59.21
40.5,40.73,0.87,0.32,0.13,58.18
40.14,40.37,0.86,0.31,0.13,59.03
39.44,39.66,0.83,0.28,0.13,59.23
38.67,38.88,0.8,0.28,0.13,59.52
37.8,38.01,0.78,0.28,0.13,59.76
36.86,37.06,0.75,0.3,0.13,60.13
35.82,36.02,0.72,0.36,0.13,60.58
34.88,35.06,0.69,0.43,0.13,61.29
34.45,34.63,0.67,0.43,0.13,61.59
34.27,34.45,0.66,0.42,0.13,61.59
33.94,34.12,0.66,0.45,0.13,60.76
33.58,33.76,0.77,0.51,0.13,60.36
33.03,33.21,0.75,0.46,0.13,59.76
32.39,32.56,0.61,0.29,0.13,60.34
32.1,32.26,0.58,0.23,0.12,60
31.93,32.09,0.56,0.21,0.12,59.65
31.99,32.15,0.55,0.2,0.12,59.42
31.97,32.12,0.53,0.2,0.12,59.14
31.89,32.04,0.52,0.19,0.12,58.9
31.38,31.53,0.51,0.2,0.12,58.76
30.91,31.06,0.51,0.25,0.12,58.82
30.29,30.44,0.52,0.29,0.12,59.09
29.51,29.66,0.53,0.31,0.12,59.59
28.55,28.7,0.52,0.28,0.12,60.39
27.72,27.87,0.51,0.25,0.12,61.18
26.88,27.03,0.51,0.23,0.12,61.99
25.93,26.08,0.52,0.21,0.12,62.66
24.79,24.95,0.54,0.19,0.12,63.51
23.68,23.84,0.54,0.17,0.12,64.36
23.28,23.44,0.54,0.16,0.12,64.96
23.25,23.41,0.55,0.16,0.12,64.88
22.97,23.13,0.55,0.16,0.12,64.67
22.48,22.64,0.55,0.21,0.12,64.65
22.03,22.19,0.55,0.25,0.12,63.7
21.04,21.19,0.56,0.28,0.12,62.93
20.16,20.31,0.56,0.24,0.12,62.59
19.44,19.6,0.57,0.21,0.12,62.29
19.03,19.19,0.58,0.19,0.12,62.31
18.37,18.54,0.6,0.16,0.12,63.15
17.49,17.66,0.6,0.14,0.12,65.5
16.79,16.96,0.59,0.12,0.12,67.8
16.4,16.57,0.59,0.11,0.12,68.47
16.16,16.33,0.59,0.11,0.12,68.34
15.84,16.01,0.6,0.11,0.12,68.14
15.32,15.49,0.59,0.1,0.12,68.56
14.73,14.9,0.59,0.1,0.12,68.74
